Zip Code,State,County,Median Household Income,Land Area in Square Miles
34114,FL,Collier County,53781.0,201.98
34116,FL,Collier County,42467.0,9.56
34117,FL,Collier County,59763.0,71.05
34119,FL,Collier County,73875.0,22.82
34120,FL,Collier County,59993.0,151.11
34134,FL,Lee County,68827.0,11.53
34135,FL,Lee County,51818.0,36.55
34137,FL,Collier County,18750.0,9.85
34138,FL,Collier County,38611.0,0.67
34139,FL,Collier County,28750.0,3.44
34140,FL,Collier County,23820.0,1.33
34141,FL,Collier County,,1119.04
34142,FL,Collier County,27760.0,586.44
34145,FL,Collier County,69676.0,16.27
34201,FL,Manatee County,88295.0,3.42
34202,FL,Manatee County,89756.0,23.76
34203,FL,Manatee County,45583.0,15.78
34205,FL,Manatee County,36673.0,6.49
34207,FL,Manatee County,32898.0,6.19
34208,FL,Manatee County,38325.0,16.17
34209,FL,Manatee County,51572.0,12.59
34210,FL,Manatee County,47490.0,9.18
34211,FL,Manatee County,82083.0,36.43
34212,FL,Manatee County,87415.0,20.44
34215,FL,Manatee County,65346.0,0.44
34216,FL,Manatee County,53021.0,0.77
34217,FL,Manatee County,47231.0,2.19
34219,FL,Manatee County,72158.0,141.68
34221,FL,Manatee County,44571.0,54.94
34222,FL,Manatee County,35750.0,5.25
34223,FL,Sarasota County,45507.0,28.55
34224,FL,Charlotte County,39645.0,12.95
34228,FL,Sarasota County,92560.0,4.13
34229,FL,Sarasota County,73836.0,6.0
34231,FL,Sarasota County,43312.0,9.43
34232,FL,Sarasota County,50249.0,10.97
34233,FL,Sarasota County,54233.0,6.14
34234,FL,Sarasota County,30479.0,6.64
34235,FL,Sarasota County,48750.0,6.55
34236,FL,Sarasota County,54877.0,3.52
34237,FL,Sarasota County,39390.0,3.91
34238,FL,Sarasota County,56473.0,13.23
34239,FL,Sarasota County,47374.0,4.46
34240,FL,Sarasota County,80184.0,68.23
34241,FL,Sarasota County,66035.0,68.7
34242,FL,Sarasota County,79833.0,3.6
34243,FL,Manatee County,58560.0,17.45
34251,FL,Manatee County,63304.0,293.61
34266,FL,DeSoto County,34141.0,648.6
34268,FL,DeSoto County,,0.14
34269,FL,DeSoto County,38852.0,54.0
34275,FL,Sarasota County,50884.0,26.56
34285,FL,Sarasota County,45029.0,8.23
34286,FL,Sarasota County,57520.0,14.96
34287,FL,Sarasota County,40601.0,15.61
34288,FL,Sarasota County,42885.0,19.31
34289,FL,Sarasota County,42778.0,3.34
34291,FL,Sarasota County,37264.0,13.2
34292,FL,Sarasota County,54367.0,29.61
34293,FL,Sarasota County,48768.0,45.77
34420,FL,Marion County,35179.0,25.08
34428,FL,Citrus County,33488.0,67.96
34429,FL,Citrus County,47942.0,40.42
34431,FL,Marion County,31926.0,109.3
34432,FL,Marion County,38935.0,108.16
34433,FL,Citrus County,43464.0,33.43
34434,FL,Citrus County,50213.0,24.56
34436,FL,Citrus County,31901.0,56.5
34442,FL,Citrus County,45702.0,43.79
34445,FL,Citrus County,,0.06
34446,FL,Citrus County,36599.0,31.22
34448,FL,Citrus County,32649.0,72.87
34449,FL,Levy County,24341.0,102.61
34450,FL,Citrus County,38611.0,25.67
34452,FL,Citrus County,38600.0,34.57
34453,FL,Citrus County,37456.0,20.49
34461,FL,Citrus County,42170.0,48.14
34465,FL,Citrus County,39441.0,25.01
34470,FL,Marion County,31553.0,11.63
34471,FL,Marion County,50913.0,19.74
34472,FL,Marion County,34009.0,36.7
34473,FL,Marion County,41749.0,38.32
34474,FL,Marion County,40304.0,19.78
34475,FL,Marion County,26386.0,29.31
34476,FL,Marion County,45149.0,37.25
34479,FL,Marion County,41182.0,17.4
34480,FL,Marion County,50296.0,33.77
34481,FL,Marion County,39165.0,66.24
34482,FL,Marion County,38831.0,90.97
34484,FL,Sumter County,48946.0,32.79
34488,FL,Marion County,33405.0,95.51
34491,FL,Marion County,42059.0,43.15
34498,FL,Levy County,37500.0,7.52
34601,FL,Hernando County,35704.0,121.74
34602,FL,Hernando County,40915.0,66.52
34604,FL,Hernando County,47987.0,35.52
34606,FL,Hernando County,35905.0,11.67
34607,FL,Hernando County,43522.0,25.65
34608,FL,Hernando County,37228.0,15.3
34609,FL,Hernando County,48382.0,22.18
34610,FL,Pasco County,37357.0,67.36
34613,FL,Hernando County,39271.0,53.3
34614,FL,Hernando County,50732.0,75.55
34637,FL,Pasco County,71289.0,13.76
34638,FL,Pasco County,75617.0,47.92
34639,FL,Pasco County,64302.0,26.86
34652,FL,Pasco County,31164.0,8.55
34653,FL,Pasco County,34283.0,10.8
34654,FL,Pasco County,43483.0,26.9
34655,FL,Pasco County,55651.0,46.71
34661,FL,Hernando County,95156.0,2.68
34667,FL,Pasco County,35055.0,32.24
34668,FL,Pasco County,31704.0,15.52
34669,FL,Pasco County,39272.0,19.47
34677,FL,Pinellas County,58920.0,9.92
34679,FL,Pasco County,,0.13
34681,FL,Pinellas County,72279.0,0.56
34683,FL,Pinellas County,66711.0,10.58
34684,FL,Pinellas County,45071.0,6.54
34685,FL,Pinellas County,70798.0,13.02
34688,FL,Pinellas County,72809.0,15.5
34689,FL,Pinellas County,42067.0,10.64
34690,FL,Pasco County,34206.0,3.75
34691,FL,Pasco County,36519.0,8.23
34695,FL,Pinellas County,58750.0,5.31
34698,FL,Pinellas County,47676.0,10.21
34705,FL,Lake County,43783.0,17.75
34711,FL,Lake County,60312.0,41.84
34714,FL,Lake County,44531.0,107.95
34715,FL,Lake County,58246.0,33.19
34731,FL,Lake County,42074.0,15.78
34734,FL,Orange County,59632.0,2.22
34736,FL,Lake County,43459.0,124.48
34737,FL,Lake County,65054.0,19.54
34739,FL,Osceola County,48077.0,349.34
34741,FL,Osceola County,32822.0,14.92
34743,FL,Osceola County,39984.0,6.94
34744,FL,Osceola County,45589.0,33.19
34746,FL,Osceola County,47608.0,42.81
34747,FL,Osceola County,64823.0,44.3
34748,FL,Lake County,40364.0,40.69
34753,FL,Lake County,42074.0,5.46
34756,FL,Lake County,78750.0,9.17
34758,FL,Osceola County,41339.0,32.95
34759,FL,Polk County,42163.0,73.43
34760,FL,Orange County,74808.0,0.52
34761,FL,Orange County,60373.0,15.84
34762,FL,Lake County,50889.0,7.44
34769,FL,Osceola County,40793.0,9.08
34771,FL,Osceola County,59272.0,83.3
34772,FL,Osceola County,56219.0,96.73
34773,FL,Osceola County,45282.0,375.72
34785,FL,Sumter County,40925.0,74.86
34786,FL,Orange County,95871.0,19.91
34787,FL,Orange County,55875.0,68.95
34788,FL,Lake County,37846.0,33.1
34797,FL,Lake County,73750.0,4.7
34945,FL,St. Lucie County,45640.0,244.49
34946,FL,St. Lucie County,26250.0,14.62
34947,FL,St. Lucie County,21472.0,9.6
34949,FL,St. Lucie County,53591.0,9.42
34950,FL,St. Lucie County,18117.0,5.12
34951,FL,St. Lucie County,40659.0,24.79
34952,FL,St. Lucie County,40179.0,23.25
34953,FL,St. Lucie County,51167.0,23.8
34956,FL,Martin County,37014.0,208.16
34957,FL,Martin County,44487.0,16.43
34972,FL,Okeechobee County,30862.0,909.62
34974,FL,Okeechobee County,36990.0,401.57
34981,FL,St. Lucie County,44744.0,10.33
34982,FL,St. Lucie County,35993.0,16.81
34983,FL,St. Lucie County,47978.0,14.98
34984,FL,St. Lucie County,49316.0,9.78
34986,FL,St. Lucie County,56167.0,19.47
34987,FL,St. Lucie County,61276.0,102.31
34990,FL,Martin County,76203.0,92.55
34994,FL,Martin County,35000.0,6.71
34996,FL,Martin County,52533.0,6.62
34997,FL,Martin County,50716.0,98.21
35004,AL,St. Clair County,58832.0,18.07
35005,AL,Jefferson County,46059.0,34.51
35006,AL,Jefferson County,51929.0,99.81
35007,AL,Shelby County,64299.0,37.38
35010,AL,Tallapoosa County,37380.0,217.59
35013,AL,Blount County,30375.0,0.03
35014,AL,Talladega County,36286.0,95.49
35016,AL,Marshall County,42771.0,74.35
35019,AL,Cullman County,54342.0,29.92
35020,AL,Jefferson County,24570.0,19.0
35022,AL,Jefferson County,57765.0,65.48
35023,AL,Jefferson County,46460.0,90.43
35031,AL,Blount County,32492.0,129.41
35032,AL,Talladega County,52083.0,0.16
35033,AL,Cullman County,45137.0,75.81
35034,AL,Bibb County,23085.0,107.37
35035,AL,Bibb County,55586.0,71.08
35036,AL,Jefferson County,13125.0,0.83
35040,AL,Shelby County,60838.0,76.33
35042,AL,Bibb County,33603.0,150.44
35043,AL,Shelby County,90106.0,45.86
35044,AL,Talladega County,29883.0,57.69
35045,AL,Chilton County,38011.0,119.16
35046,AL,Chilton County,45410.0,134.61
35049,AL,Blount County,42005.0,42.34
35051,AL,Shelby County,36601.0,108.26
35052,AL,St. Clair County,,0.37
35053,AL,Cullman County,38885.0,47.9
35054,AL,St. Clair County,46148.0,26.14
35055,AL,Cullman County,35726.0,64.03
35057,AL,Cullman County,41938.0,126.86
35058,AL,Cullman County,37292.0,68.78
35060,AL,Jefferson County,42321.0,2.58
35061,AL,Jefferson County,39272.0,1.97
35062,AL,Jefferson County,51653.0,44.89
35063,AL,Walker County,31182.0,39.16
35064,AL,Jefferson County,34938.0,4.11
35068,AL,Jefferson County,46170.0,13.96
35070,AL,Cullman County,20114.0,1.39
35071,AL,Jefferson County,58875.0,57.07
35072,AL,Coosa County,28546.0,189.46
35073,AL,Jefferson County,39954.0,26.47
35074,AL,Bibb County,,0.06
35077,AL,Cullman County,35091.0,150.53
35078,AL,Shelby County,34525.0,43.6
35079,AL,Blount County,47599.0,106.13
35080,AL,Shelby County,79570.0,43.55
35082,AL,Clay County,,8.06
35083,AL,Cullman County,36966.0,36.49
35085,AL,Chilton County,42779.0,104.15
35087,AL,Cullman County,39375.0,22.43
35089,AL,Coosa County,26155.0,68.89
35091,AL,Jefferson County,78194.0,6.55
35094,AL,Jefferson County,51912.0,57.53
35096,AL,Talladega County,45233.0,78.87
35097,AL,Blount County,40317.0,7.89
35098,AL,Cullman County,30500.0,30.23
35111,AL,Tuscaloosa County,79311.0,64.19
35112,AL,St. Clair County,54870.0,2.46
35114,AL,Shelby County,83658.0,12.43
35115,AL,Shelby County,40032.0,124.8
35116,AL,Jefferson County,68222.0,22.15
35117,AL,Jefferson County,72500.0,26.71
35118,AL,Jefferson County,50063.0,37.13
35119,AL,Jefferson County,,0.28
35120,AL,St. Clair County,52939.0,67.5
35121,AL,Blount County,41418.0,143.82
35124,AL,Shelby County,71871.0,41.56
35125,AL,St. Clair County,38146.0,47.49
35126,AL,Jefferson County,62154.0,58.17
35127,AL,Jefferson County,62381.0,9.84
35128,AL,St. Clair County,45331.0,64.01
35130,AL,Walker County,39556.0,67.44
35131,AL,St. Clair County,32748.0,89.97
35133,AL,Blount County,54263.0,48.31
35135,AL,St. Clair County,60353.0,6.62
35136,AL,Coosa County,36645.0,216.11
35139,AL,Jefferson County,28333.0,1.17
35143,AL,Shelby County,44340.0,42.32
35146,AL,St. Clair County,68036.0,106.74
35147,AL,Shelby County,74150.0,68.02
35148,AL,Walker County,38704.0,6.19
35149,AL,Talladega County,25475.0,5.51
35150,AL,Talladega County,32767.0,62.97
35151,AL,Talladega County,45122.0,169.8
35160,AL,Talladega County,32004.0,340.0
35171,AL,Chilton County,49141.0,29.46
35172,AL,Blount County,40833.0,28.81
35173,AL,Jefferson County,76698.0,63.6
35175,AL,Marshall County,49597.0,63.67
35176,AL,Shelby County,30069.0,10.57
35178,AL,Shelby County,51434.0,56.97
35179,AL,Cullman County,43252.0,93.3
35180,AL,Jefferson County,52030.0,88.84
35183,AL,Coosa County,48295.0,67.53
35184,AL,Bibb County,41122.0,141.57
35186,AL,Shelby County,52097.0,55.27
35187,AL,Shelby County,40750.0,0.02
35188,AL,Bibb County,48942.0,22.96
35203,AL,Jefferson County,18894.0,2.02
35204,AL,Jefferson County,20894.0,4.86
35205,AL,Jefferson County,32131.0,3.63
35206,AL,Jefferson County,32001.0,10.23
35207,AL,Jefferson County,23167.0,10.4
35208,AL,Jefferson County,34720.0,3.53
35209,AL,Jefferson County,45224.0,9.33
35210,AL,Jefferson County,51546.0,25.3
35211,AL,Jefferson County,25729.0,17.66
35212,AL,Jefferson County,28010.0,5.87
35213,AL,Jefferson County,94504.0,6.35
35214,AL,Jefferson County,43263.0,26.64
35215,AL,Jefferson County,41762.0,28.67
35216,AL,Jefferson County,53846.0,14.03
35217,AL,Jefferson County,27013.0,18.08
35218,AL,Jefferson County,23415.0,2.61
35221,AL,Jefferson County,25150.0,3.65
35222,AL,Jefferson County,44214.0,3.73
35223,AL,Jefferson County,120943.0,8.22
35224,AL,Jefferson County,31408.0,15.76
35226,AL,Jefferson County,83644.0,17.9
35228,AL,Jefferson County,32013.0,4.32
35229,AL,Jefferson County,,0.17
35233,AL,Jefferson County,49423.0,1.68
35234,AL,Jefferson County,21867.0,3.56
35235,AL,Jefferson County,49336.0,14.02
35242,AL,Shelby County,83616.0,52.96
35243,AL,Jefferson County,68700.0,12.14
35244,AL,Jefferson County,82465.0,21.65
35254,AL,Jefferson County,16563.0,0.42
35401,AL,Tuscaloosa County,23372.0,47.61
35404,AL,Tuscaloosa County,39024.0,16.8
35405,AL,Tuscaloosa County,46433.0,47.56
35406,AL,Tuscaloosa County,75081.0,84.79
35441,AL,Hale County,30052.0,66.74
35442,AL,Pickens County,20648.0,235.6
35443,AL,Greene County,18788.0,189.47
35444,AL,Tuscaloosa County,51083.0,148.87
35446,AL,Tuscaloosa County,37750.0,60.88
35447,AL,Pickens County,30821.0,144.49
35452,AL,Tuscaloosa County,54274.0,51.96
35453,AL,Tuscaloosa County,50338.0,93.04
35456,AL,Tuscaloosa County,41967.0,84.72
35457,AL,Tuscaloosa County,,6.68
35458,AL,Tuscaloosa County,55250.0,25.56
35459,AL,Sumter County,31667.0,136.62
35460,AL,Sumter County,23750.0,97.22
35461,AL,Pickens County,36343.0,124.02
35462,AL,Greene County,28462.0,312.93
35463,AL,Tuscaloosa County,58750.0,61.33
35464,AL,Sumter County,18879.0,32.97
35466,AL,Pickens County,38256.0,261.04
35469,AL,Greene County,24653.0,18.59
35470,AL,Sumter County,21150.0,265.65
35473,AL,Tuscaloosa County,53700.0,25.15
35474,AL,Hale County,43432.0,200.8
35475,AL,Tuscaloosa County,69924.0,214.99
35476,AL,Tuscaloosa County,34057.0,5.53
35477,AL,Sumter County,11938.0,34.04
35480,AL,Tuscaloosa County,51923.0,68.25
35481,AL,Pickens County,28846.0,118.52
35490,AL,Tuscaloosa County,54284.0,67.17
35501,AL,Walker County,38181.0,49.93
35503,AL,Walker County,38493.0,79.64
35504,AL,Walker County,40483.0,96.96
35540,AL,Winston County,40086.0,73.74
35541,AL,Winston County,44625.0,67.07
35542,AL,Fayette County,44759.0,55.32
35543,AL,Marion County,25143.0,37.39
35544,AL,Lamar County,49188.0,71.77
35545,AL,Fayette County,29722.0,1.28
35546,AL,Fayette County,32623.0,221.12
35548,AL,Marion County,32179.0,65.06
35549,AL,Walker County,34963.0,115.73
35550,AL,Walker County,34714.0,65.81
35552,AL,Lamar County,30806.0,59.63
35553,AL,Winston County,33180.0,142.44
35554,AL,Fayette County,29135.0,51.62
35555,AL,Fayette County,34026.0,315.95
35559,AL,Fayette County,19063.0,0.66
35563,AL,Marion County,42083.0,103.81
35564,AL,Marion County,25957.0,67.26
35565,AL,Winston County,26928.0,277.83
35570,AL,Marion County,31910.0,239.0
35571,AL,Franklin County,26716.0,62.51
35572,AL,Winston County,35540.0,74.56
35574,AL,Lamar County,33036.0,101.11
35575,AL,Winston County,55074.0,37.21
35576,AL,Lamar County,33302.0,174.02
35577,AL,Winston County,17000.0,3.79
35578,AL,Walker County,30474.0,119.33
35579,AL,Walker County,42974.0,141.31
35580,AL,Walker County,38966.0,78.42
35581,AL,Franklin County,35889.0,121.93
35582,AL,Franklin County,34447.0,88.91
35584,AL,Walker County,26522.0,0.6
35585,AL,Franklin County,49662.0,39.64
35586,AL,Lamar County,32373.0,182.46
35587,AL,Walker County,42791.0,52.86
35592,AL,Lamar County,36374.0,124.72
35593,AL,Franklin County,48261.0,117.7
35594,AL,Marion County,35200.0,144.47
35601,AL,Morgan County,35087.0,28.09
35603,AL,Morgan County,52382.0,70.36
35610,AL,Lauderdale County,37381.0,48.35
35611,AL,Limestone County,39507.0,114.04
35613,AL,Limestone County,70542.0,76.94
35614,AL,Limestone County,42619.0,63.59
35615,AL,Limestone County,,0.7
35616,AL,Colbert County,34519.0,210.96
35618,AL,Lawrence County,27128.0,46.0
35619,AL,Morgan County,46696.0,130.14
35620,AL,Limestone County,43605.0,108.86
35621,AL,Morgan County,39360.0,45.85
35622,AL,Morgan County,40603.0,96.72
35630,AL,Lauderdale County,31100.0,25.1
35633,AL,Lauderdale County,45877.0,208.97
35634,AL,Lauderdale County,56162.0,61.67
35640,AL,Morgan County,50889.0,109.84
35643,AL,Lawrence County,32267.0,80.68
35645,AL,Lauderdale County,55715.0,86.27
35646,AL,Colbert County,33545.0,93.66
35647,AL,Limestone County,39444.0,23.59
35648,AL,Lauderdale County,52951.0,58.11
35649,AL,Limestone County,165000.0,2.22
35650,AL,Lawrence County,36534.0,211.59
35651,AL,Lawrence County,45766.0,53.71
35652,AL,Lauderdale County,44880.0,83.89
35653,AL,Franklin County,34217.0,143.38
35654,AL,Franklin County,38032.0,142.13
35660,AL,Colbert County,34304.0,6.45
35661,AL,Colbert County,48865.0,55.92
35670,AL,Morgan County,44741.0,101.89
35671,AL,Limestone County,41038.0,52.66
35672,AL,Lawrence County,42019.0,132.19
35673,AL,Morgan County,47339.0,43.82
35674,AL,Colbert County,37586.0,189.83
35677,AL,Lauderdale County,46146.0,109.55
35739,AL,Limestone County,42985.0,27.12
35740,AL,Jackson County,37538.0,35.7
35741,AL,Madison County,92198.0,23.54
35744,AL,Jackson County,28656.0,33.3
35745,AL,Jackson County,31417.0,67.06
35746,AL,Jackson County,55549.0,58.05
35747,AL,Marshall County,52740.0,74.53
35748,AL,Madison County,62787.0,80.97
35749,AL,Madison County,83463.0,40.49
35750,AL,Madison County,49826.0,63.54
35751,AL,Jackson County,34318.0,28.7
35752,AL,Jackson County,24670.0,46.73
35754,AL,Morgan County,51178.0,43.48
35755,AL,Marshall County,29844.0,17.13
35756,AL,Limestone County,77449.0,76.57
35757,AL,Madison County,88578.0,12.01
35758,AL,Madison County,90256.0,26.89
35759,AL,Madison County,81044.0,16.25
35760,AL,Madison County,41962.0,52.92
35761,AL,Madison County,54856.0,116.55
35763,AL,Madison County,101759.0,42.06
35764,AL,Jackson County,22813.0,33.23
35765,AL,Jackson County,39000.0,70.35
35766,AL,Jackson County,43333.0,35.82
35768,AL,Jackson County,36108.0,169.27
35769,AL,Jackson County,49583.0,62.63
35771,AL,Jackson County,30491.0,61.12
35772,AL,Jackson County,36967.0,172.13
35773,AL,Madison County,51595.0,72.71
35774,AL,Jackson County,2499.0,14.15
35775,AL,Morgan County,28144.0,15.94
35776,AL,Jackson County,35833.0,90.38
35801,AL,Madison County,59352.0,14.08
35802,AL,Madison County,62784.0,18.13
35803,AL,Madison County,71904.0,47.58
35805,AL,Madison County,24873.0,9.15
35806,AL,Madison County,69644.0,23.28
35808,AL,Madison County,59286.0,57.71
35810,AL,Madison County,36194.0,28.81
35811,AL,Madison County,54949.0,46.25
35816,AL,Madison County,25749.0,5.3
35824,AL,Madison County,75313.0,12.76
35896,AL,Madison County,,0.25
35901,AL,Etowah County,32213.0,59.49
35903,AL,Etowah County,34444.0,67.42
35904,AL,Etowah County,32741.0,46.17
35905,AL,Etowah County,46309.0,41.52
35906,AL,Etowah County,45111.0,35.3
35907,AL,Etowah County,70147.0,22.27
35950,AL,Marshall County,34274.0,44.58
35951,AL,Marshall County,37210.0,72.83
35952,AL,Etowah County,35650.0,109.63
35953,AL,St. Clair County,46500.0,114.1
35954,AL,Etowah County,33533.0,104.46
35956,AL,Etowah County,46844.0,73.73
35957,AL,Marshall County,37546.0,79.58
35958,AL,Jackson County,50404.0,52.68
35959,AL,Cherokee County,32975.0,62.39
35960,AL,Cherokee County,37287.0,143.07
35961,AL,DeKalb County,34583.0,127.87
35962,AL,DeKalb County,36730.0,78.7
35963,AL,DeKalb County,26850.0,27.75
35966,AL,Jackson County,40268.0,83.44
35967,AL,DeKalb County,37527.0,125.0
35968,AL,DeKalb County,32500.0,53.6
35971,AL,DeKalb County,36477.0,56.72
35972,AL,Etowah County,40625.0,24.38
35973,AL,Cherokee County,31346.0,114.44
35974,AL,DeKalb County,38438.0,13.14
35975,AL,DeKalb County,46902.0,34.23
35976,AL,Marshall County,42240.0,127.92
35978,AL,DeKalb County,38054.0,67.4
35979,AL,DeKalb County,33750.0,10.47
35980,AL,Marshall County,36144.0,55.45
35981,AL,DeKalb County,35893.0,23.11
35983,AL,Cherokee County,36488.0,50.12
35984,AL,DeKalb County,37279.0,64.61
35986,AL,DeKalb County,39882.0,45.25
35987,AL,St. Clair County,46364.0,59.37
35988,AL,DeKalb County,39303.0,12.21
35989,AL,DeKalb County,34456.0,60.7
35990,AL,Etowah County,,0.08
36003,AL,Autauga County,34375.0,93.38
36005,AL,Pike County,46923.0,140.99
36006,AL,Autauga County,43417.0,71.47
36009,AL,Crenshaw County,38864.0,150.16
36010,AL,Pike County,29353.0,126.79
36013,AL,Montgomery County,83750.0,17.38
36016,AL,Barbour County,29469.0,241.27
36017,AL,Barbour County,36100.0,62.26
36020,AL,Elmore County,47857.0,10.05
36022,AL,Elmore County,64167.0,90.78
36024,AL,Elmore County,50325.0,89.9
36025,AL,Elmore County,43750.0,14.42
36026,AL,Coosa County,65333.0,73.69
36027,AL,Barbour County,35891.0,288.85
36028,AL,Covington County,34679.0,128.88
36029,AL,Bullock County,36176.0,102.31
36030,AL,Butler County,32625.0,68.21
36031,AL,Macon County,,10.36
36032,AL,Lowndes County,28348.0,111.1
36033,AL,Butler County,24954.0,234.58
36034,AL,Pike County,36250.0,58.21
36035,AL,Pike County,40161.0,109.03
36036,AL,Montgomery County,43977.0,104.46
36037,AL,Butler County,30256.0,360.55
36038,AL,Covington County,73586.0,2.36
36039,AL,Macon County,27313.0,38.03
36040,AL,Lowndes County,16528.0,154.9
36041,AL,Crenshaw County,48250.0,53.11
36042,AL,Crenshaw County,31167.0,81.39
36043,AL,Montgomery County,51000.0,102.79
36046,AL,Crenshaw County,46172.0,68.67
36047,AL,Lowndes County,25286.0,110.55
36048,AL,Barbour County,22279.0,105.57
36049,AL,Crenshaw County,36761.0,159.83
36051,AL,Autauga County,38819.0,50.78
36052,AL,Montgomery County,130286.0,62.51
36053,AL,Bullock County,24732.0,290.6
