Zip Code,State,County,Median Household Income,Land Area in Square Miles
50426,IA,Mitchell County,103500.0,0.02
50428,IA,Cerro Gordo County,51790.0,118.44
50430,IA,Hancock County,49545.0,62.16
50431,IA,Franklin County,35227.0,0.75
50432,IA,Hancock County,37750.0,0.44
50433,IA,Cerro Gordo County,55781.0,48.61
50434,IA,Worth County,41458.0,8.98
50435,IA,Floyd County,47083.0,40.66
50436,IA,Winnebago County,48442.0,136.12
50438,IA,Hancock County,59627.0,132.23
50439,IA,Hancock County,46939.0,32.67
50440,IA,Worth County,48250.0,31.14
50441,IA,Franklin County,48886.0,152.58
50444,IA,Worth County,51522.0,21.6
50446,IA,Worth County,52981.0,41.97
50447,IA,Hancock County,38636.0,100.42
50448,IA,Worth County,55547.0,61.82
50449,IA,Hancock County,41389.0,36.68
50450,IA,Winnebago County,40028.0,81.01
50451,IA,Kossuth County,46250.0,63.51
50452,IA,Franklin County,55192.0,49.13
50453,IA,Winnebago County,53125.0,44.08
50454,IA,Mitchell County,29676.0,17.28
50455,IA,Mitchell County,52813.0,32.51
50456,IA,Worth County,48958.0,46.49
50457,IA,Cerro Gordo County,44141.0,34.17
50458,IA,Floyd County,53510.0,73.64
50459,IA,Worth County,49811.0,144.14
50460,IA,Mitchell County,57159.0,35.97
50461,IA,Mitchell County,51100.0,172.25
50464,IA,Cerro Gordo County,53162.0,23.56
50465,IA,Winnebago County,49375.0,3.67
50466,IA,Mitchell County,47639.0,136.71
50467,IA,Cerro Gordo County,56875.0,0.27
50468,IA,Floyd County,56719.0,98.91
50469,IA,Cerro Gordo County,56304.0,87.96
50470,IA,Wright County,41786.0,24.28
50471,IA,Floyd County,42461.0,42.51
50472,IA,Mitchell County,50682.0,121.9
50473,IA,Winnebago County,38750.0,36.83
50475,IA,Franklin County,47986.0,89.19
50476,IA,Mitchell County,55139.0,39.24
50477,IA,Cerro Gordo County,41667.0,22.57
50478,IA,Winnebago County,43750.0,73.94
50479,IA,Cerro Gordo County,41800.0,58.02
50480,IA,Kossuth County,46696.0,62.64
50482,IA,Cerro Gordo County,66065.0,28.78
50483,IA,Kossuth County,55714.0,76.53
50484,IA,Hancock County,39063.0,43.84
50501,IA,Webster County,39710.0,155.96
50510,IA,Buena Vista County,55313.0,84.6
50511,IA,Kossuth County,51149.0,123.95
50514,IA,Emmet County,47917.0,110.26
50515,IA,Palo Alto County,32500.0,37.06
50516,IA,Webster County,54833.0,24.65
50517,IA,Kossuth County,45833.0,75.85
50518,IA,Webster County,70313.0,31.2
50519,IA,Humboldt County,42330.0,54.98
50520,IA,Humboldt County,37917.0,23.68
50521,IA,Webster County,18333.0,1.22
50522,IA,Kossuth County,51250.0,67.94
50523,IA,Webster County,60439.0,42.16
50524,IA,Webster County,56250.0,57.32
50525,IA,Wright County,39200.0,139.52
50527,IA,Palo Alto County,33281.0,54.67
50528,IA,Palo Alto County,62109.0,74.01
50529,IA,Humboldt County,47708.0,0.54
50530,IA,Webster County,35625.0,64.66
50531,IA,Emmet County,69107.0,37.32
50532,IA,Webster County,49432.0,69.99
50533,IA,Wright County,45985.0,99.81
50535,IA,Sac County,44432.0,60.98
50536,IA,Palo Alto County,47321.0,141.41
50538,IA,Calhoun County,52708.0,31.22
50539,IA,Kossuth County,55208.0,53.88
50540,IA,Pocahontas County,44740.0,105.99
50541,IA,Humboldt County,44412.0,91.2
50542,IA,Wright County,52639.0,66.74
50543,IA,Webster County,44583.0,82.17
50544,IA,Webster County,43315.0,29.14
50545,IA,Humboldt County,56250.0,37.53
50546,IA,Pocahontas County,40865.0,52.89
50548,IA,Humboldt County,49922.0,124.14
50551,IA,Calhoun County,48750.0,26.91
50554,IA,Pocahontas County,41815.0,88.95
50556,IA,Kossuth County,41667.0,39.04
50557,IA,Webster County,40625.0,49.82
50558,IA,Humboldt County,52422.0,44.29
50559,IA,Kossuth County,45625.0,39.69
50560,IA,Kossuth County,59375.0,87.13
50561,IA,Sac County,57059.0,46.05
50562,IA,Palo Alto County,39821.0,63.74
50563,IA,Calhoun County,39336.0,97.52
50565,IA,Buena Vista County,41686.0,43.97
50566,IA,Webster County,47656.0,34.69
50567,IA,Sac County,56000.0,25.91
50568,IA,Buena Vista County,46250.0,84.91
50569,IA,Webster County,50679.0,20.99
50570,IA,Humboldt County,81250.0,43.31
50571,IA,Pocahontas County,38375.0,44.65
50573,IA,Pocahontas County,46875.0,0.4
50574,IA,Pocahontas County,42742.0,111.25
50575,IA,Calhoun County,48036.0,63.11
50576,IA,Buena Vista County,40536.0,35.93
50577,IA,Humboldt County,53304.0,41.29
50578,IA,Emmet County,46250.0,74.23
50579,IA,Calhoun County,48990.0,137.35
50581,IA,Pocahontas County,43958.0,94.98
50582,IA,Humboldt County,35714.0,20.54
50583,IA,Sac County,46667.0,117.81
50585,IA,Buena Vista County,38125.0,63.62
50586,IA,Calhoun County,42500.0,35.17
50588,IA,Buena Vista County,46845.0,137.59
50590,IA,Kossuth County,41023.0,78.75
50591,IA,Humboldt County,46250.0,28.57
50593,IA,Pocahontas County,24375.0,0.19
50594,IA,Webster County,60278.0,25.91
50595,IA,Hamilton County,40414.0,154.12
50597,IA,Palo Alto County,49432.0,82.36
50598,IA,Kossuth County,54688.0,68.14
50599,IA,Wright County,47500.0,51.34
50601,IA,Hardin County,52548.0,142.02
50602,IA,Butler County,52727.0,80.04
50603,IA,Chickasaw County,47685.0,47.48
50604,IA,Butler County,47292.0,71.21
50605,IA,Butler County,35000.0,15.01
50606,IA,Fayette County,43158.0,71.14
50607,IA,Buchanan County,52115.0,47.52
50609,IA,Grundy County,52083.0,34.44
50611,IA,Butler County,47386.0,30.41
50612,IA,Tama County,73500.0,22.23
50613,IA,Black Hawk County,51257.0,125.83
50616,IA,Floyd County,41654.0,172.85
50619,IA,Butler County,45924.0,88.54
50620,IA,Floyd County,41458.0,0.13
50621,IA,Grundy County,57250.0,63.86
50622,IA,Bremer County,71339.0,25.01
50624,IA,Grundy County,66833.0,52.2
50625,IA,Butler County,44048.0,60.95
50626,IA,Black Hawk County,64583.0,50.3
50627,IA,Hardin County,49329.0,106.74
50628,IA,Howard County,46154.0,111.65
50629,IA,Buchanan County,55074.0,79.01
50630,IA,Chickasaw County,44091.0,82.81
50632,IA,Tama County,56132.0,42.36
50633,IA,Franklin County,45074.0,39.71
50634,IA,Black Hawk County,46838.0,0.39
50635,IA,Tama County,58571.0,84.01
50636,IA,Butler County,50197.0,120.54
50638,IA,Grundy County,53404.0,94.91
50641,IA,Buchanan County,46167.0,47.42
50642,IA,Grundy County,62708.0,32.2
50643,IA,Black Hawk County,77619.0,62.82
50644,IA,Buchanan County,58016.0,142.59
50645,IA,Chickasaw County,36086.0,82.54
50647,IA,Bremer County,56458.0,29.9
50648,IA,Buchanan County,59932.0,86.12
50650,IA,Buchanan County,46625.0,41.2
50651,IA,Black Hawk County,57245.0,111.99
50652,IA,Tama County,30625.0,0.23
50653,IA,Floyd County,52273.0,51.73
50654,IA,Delaware County,41731.0,52.58
50655,IA,Fayette County,53802.0,35.12
50658,IA,Chickasaw County,46220.0,71.15
50659,IA,Chickasaw County,43547.0,155.84
50660,IA,Butler County,64511.0,38.66
50662,IA,Fayette County,40385.0,67.88
50664,IA,Fayette County,,0.04
50665,IA,Butler County,54119.0,97.8
50666,IA,Bremer County,65625.0,53.8
50667,IA,Black Hawk County,65156.0,2.01
50668,IA,Bremer County,59286.0,33.77
50669,IA,Grundy County,60743.0,92.56
50670,IA,Butler County,57054.0,57.02
50671,IA,Buchanan County,67292.0,22.21
50672,IA,Hardin County,60833.0,36.66
50673,IA,Grundy County,56094.0,0.17
50674,IA,Bremer County,54100.0,156.48
50675,IA,Tama County,56027.0,110.84
50676,IA,Bremer County,53514.0,57.12
50677,IA,Bremer County,64139.0,124.32
50680,IA,Grundy County,52955.0,53.55
50681,IA,Fayette County,57500.0,24.34
50682,IA,Buchanan County,62434.0,85.31
50701,IA,Black Hawk County,47900.0,81.59
50702,IA,Black Hawk County,40561.0,9.38
50703,IA,Black Hawk County,33184.0,93.69
50707,IA,Black Hawk County,44227.0,9.66
50801,IA,Union County,42837.0,208.93
50830,IA,Union County,51154.0,118.13
50833,IA,Taylor County,44509.0,205.77
50835,IA,Ringgold County,39063.0,16.94
50836,IA,Taylor County,37500.0,89.25
50837,IA,Adair County,47857.0,50.41
50839,IA,Adams County,31563.0,0.71
50840,IA,Taylor County,40893.0,50.0
50841,IA,Adams County,45613.0,234.01
50842,IA,Union County,56250.0,0.26
50843,IA,Cass County,40714.0,75.61
50845,IA,Ringgold County,47083.0,109.77
50846,IA,Adair County,45602.0,92.17
50847,IA,Montgomery County,37500.0,0.32
50848,IA,Taylor County,43281.0,45.26
50849,IA,Adair County,47042.0,117.18
50851,IA,Taylor County,44000.0,128.91
50853,IA,Cass County,49091.0,75.6
50854,IA,Ringgold County,46620.0,134.65
50857,IA,Adams County,41696.0,50.59
50858,IA,Adair County,50417.0,79.84
50859,IA,Adams County,54688.0,79.65
50860,IA,Ringgold County,38295.0,44.21
50861,IA,Union County,55329.0,43.58
50862,IA,Taylor County,29792.0,21.62
50863,IA,Ringgold County,53417.0,30.01
50864,IA,Montgomery County,37841.0,145.51
51001,IA,Plymouth County,51667.0,139.21
51002,IA,Buena Vista County,53380.0,114.69
51003,IA,Sioux County,60391.0,55.71
51004,IA,Woodbury County,43333.0,81.86
51005,IA,Cherokee County,49318.0,94.26
51006,IA,Ida County,33315.0,81.96
51007,IA,Woodbury County,52917.0,33.71
51008,IA,Plymouth County,70625.0,0.24
51009,IA,O'Brien County,55500.0,0.24
51010,IA,Monona County,25909.0,67.72
51011,IA,Sioux County,46250.0,0.49
51012,IA,Cherokee County,47401.0,149.3
51014,IA,Cherokee County,61538.0,53.91
51016,IA,Woodbury County,42604.0,101.3
51018,IA,Woodbury County,48250.0,36.67
51019,IA,Woodbury County,53661.0,91.32
51020,IA,Ida County,48125.0,54.27
51022,IA,Sioux County,63750.0,78.8
51023,IA,Sioux County,47274.0,104.43
51024,IA,Plymouth County,65625.0,89.82
51025,IA,Ida County,49516.0,107.48
51026,IA,Woodbury County,55875.0,108.48
51027,IA,Sioux County,51484.0,92.59
51028,IA,Plymouth County,58824.0,126.98
51029,IA,Cherokee County,53229.0,22.64
51030,IA,Woodbury County,70766.0,59.4
51031,IA,Plymouth County,54988.0,233.61
51033,IA,Buena Vista County,72955.0,63.07
51034,IA,Monona County,48125.0,112.07
51035,IA,Cherokee County,58672.0,107.71
51036,IA,Sioux County,54615.0,44.1
51037,IA,Cherokee County,40125.0,23.81
51038,IA,Plymouth County,68971.0,90.26
51039,IA,Woodbury County,58681.0,85.95
51040,IA,Monona County,38969.0,152.22
51041,IA,Sioux County,58103.0,71.23
51044,IA,Woodbury County,54583.0,34.62
51046,IA,O'Brien County,47120.0,92.95
51047,IA,Clay County,48309.0,77.02
51048,IA,Woodbury County,56000.0,33.3
51049,IA,Cherokee County,47847.0,43.65
51050,IA,Plymouth County,59479.0,136.4
51051,IA,Monona County,40714.0,3.37
51052,IA,Woodbury County,64813.0,60.21
51053,IA,Sac County,51875.0,75.45
51054,IA,Woodbury County,80572.0,40.15
51055,IA,Woodbury County,59643.0,66.72
51056,IA,Woodbury County,40956.0,34.21
51058,IA,O'Brien County,44615.0,82.85
51060,IA,Monona County,34667.0,60.29
51061,IA,Cherokee County,39250.0,46.9
51062,IA,Plymouth County,52143.0,55.78
51063,IA,Monona County,45066.0,61.75
51101,IA,Woodbury County,16394.0,1.18
51103,IA,Woodbury County,37143.0,10.55
51104,IA,Woodbury County,52662.0,7.73
51105,IA,Woodbury County,27365.0,6.08
51106,IA,Woodbury County,50758.0,31.16
51108,IA,Woodbury County,51667.0,44.85
51109,IA,Woodbury County,41827.0,18.14
51111,IA,Woodbury County,68750.0,6.68
51201,IA,O'Brien County,55102.0,114.18
51230,IA,Lyon County,53125.0,25.05
51231,IA,O'Brien County,73750.0,28.2
51232,IA,Osceola County,55625.0,60.46
51234,IA,Sioux County,59179.0,49.91
51235,IA,Lyon County,47670.0,55.97
51237,IA,Lyon County,50952.0,96.43
51238,IA,Sioux County,54896.0,45.88
51239,IA,Sioux County,63700.0,66.21
51240,IA,Lyon County,49471.0,101.49
51241,IA,Lyon County,58000.0,89.87
51242,IA,Lyon County,55625.0,0.46
51243,IA,Lyon County,50577.0,53.75
51244,IA,Sioux County,64375.0,0.3
51245,IA,O'Brien County,44844.0,78.54
51246,IA,Lyon County,52500.0,163.89
51247,IA,Sioux County,56484.0,111.72
51248,IA,O'Brien County,42621.0,82.82
51249,IA,Osceola County,46613.0,125.37
51250,IA,Sioux County,63268.0,71.88
51301,IA,Clay County,47722.0,156.26
51331,IA,Dickinson County,45592.0,1.67
51333,IA,Clay County,44167.0,64.68
51334,IA,Emmet County,48157.0,187.4
51338,IA,Clay County,57500.0,72.81
51341,IA,Clay County,25000.0,0.35
51342,IA,Palo Alto County,43650.0,82.64
51343,IA,Clay County,60000.0,25.02
51345,IA,Osceola County,51319.0,56.3
51346,IA,O'Brien County,45568.0,145.68
51347,IA,Dickinson County,55583.0,84.57
51350,IA,Osceola County,46250.0,43.28
51351,IA,Dickinson County,50493.0,105.58
51354,IA,Osceola County,51125.0,87.44
51355,IA,Dickinson County,55337.0,2.46
51357,IA,Clay County,51071.0,41.93
51358,IA,Palo Alto County,43846.0,73.02
51360,IA,Dickinson County,60519.0,111.51
51363,IA,Dickinson County,36250.0,0.41
51364,IA,Dickinson County,36875.0,64.49
51365,IA,Emmet County,56250.0,20.29
51366,IA,Clay County,50694.0,63.14
51401,IA,Carroll County,47047.0,175.09
51430,IA,Carroll County,55938.0,40.73
51431,IA,Ida County,44922.0,39.36
51433,IA,Sac County,47500.0,56.46
51436,IA,Carroll County,57321.0,60.53
51439,IA,Crawford County,54722.0,86.12
51440,IA,Carroll County,52639.0,25.49
51441,IA,Crawford County,31250.0,15.51
51442,IA,Crawford County,43967.0,173.08
51443,IA,Carroll County,50370.0,106.4
51444,IA,Carroll County,63333.0,0.16
51445,IA,Ida County,40608.0,126.43
51446,IA,Shelby County,45625.0,34.86
51447,IA,Shelby County,27708.0,34.85
51448,IA,Crawford County,44219.0,55.6
51449,IA,Calhoun County,41442.0,89.39
51450,IA,Sac County,44712.0,59.17
51451,IA,Carroll County,29688.0,0.37
51453,IA,Calhoun County,46925.0,86.22
51454,IA,Crawford County,52583.0,100.08
51455,IA,Carroll County,49417.0,110.8
51458,IA,Sac County,50272.0,94.71
51459,IA,Carroll County,45833.0,0.52
51461,IA,Crawford County,55568.0,50.23
51462,IA,Greene County,48056.0,107.88
51463,IA,Carroll County,46719.0,29.94
51465,IA,Crawford County,50250.0,54.47
51466,IA,Sac County,51932.0,51.52
51467,IA,Crawford County,60625.0,65.2
51501,IA,Pottawattamie County,40969.0,24.16
51503,IA,Pottawattamie County,58226.0,118.73
51510,IA,Pottawattamie County,45379.0,1.87
51520,IA,Crawford County,33281.0,18.76
51521,IA,Pottawattamie County,51500.0,85.72
51523,IA,Monona County,44250.0,51.41
51525,IA,Pottawattamie County,54336.0,60.52
51526,IA,Pottawattamie County,79963.0,41.85
51527,IA,Shelby County,43594.0,39.03
51528,IA,Crawford County,41053.0,73.09
51529,IA,Harrison County,51786.0,128.61
51530,IA,Shelby County,48056.0,54.15
51531,IA,Shelby County,52321.0,28.55
51532,IA,Montgomery County,46053.0,57.01
51533,IA,Mills County,55096.0,82.48
51534,IA,Mills County,67281.0,100.38
51535,IA,Cass County,45865.0,130.16
51536,IA,Pottawattamie County,68750.0,47.95
51537,IA,Shelby County,47946.0,162.77
51540,IA,Mills County,39063.0,54.33
51541,IA,Mills County,45417.0,41.05
51542,IA,Pottawattamie County,89028.0,35.62
51543,IA,Audubon County,48750.0,22.16
51544,IA,Cass County,47266.0,56.0
51545,IA,Harrison County,28500.0,43.98
51546,IA,Harrison County,63594.0,113.11
51548,IA,Pottawattamie County,68618.0,24.86
51549,IA,Pottawattamie County,53500.0,32.67
51550,IA,Harrison County,60833.0,0.56
51551,IA,Mills County,74135.0,81.02
51552,IA,Cass County,69375.0,35.23
51553,IA,Pottawattamie County,71016.0,45.75
51554,IA,Mills County,44156.0,2.64
51555,IA,Harrison County,57063.0,155.91
51556,IA,Harrison County,51200.0,44.16
51557,IA,Harrison County,55625.0,69.57
51558,IA,Monona County,60000.0,82.29
51559,IA,Pottawattamie County,64444.0,85.0
51560,IA,Pottawattamie County,60854.0,97.36
51561,IA,Mills County,41250.0,59.9
51562,IA,Shelby County,49861.0,33.92
51563,IA,Harrison County,43906.0,54.85
51564,IA,Harrison County,43500.0,39.94
51565,IA,Shelby County,58636.0,48.68
51566,IA,Montgomery County,42938.0,176.22
51570,IA,Shelby County,46333.0,64.3
51571,IA,Mills County,76964.0,46.83
51572,IA,Monona County,42208.0,44.09
51573,IA,Montgomery County,67143.0,60.26
51575,IA,Pottawattamie County,67031.0,48.86
51576,IA,Pottawattamie County,78083.0,50.15
51577,IA,Pottawattamie County,55208.0,79.89
51578,IA,Shelby County,48750.0,0.04
51579,IA,Harrison County,50139.0,116.0
51601,IA,Page County,42888.0,106.58
51630,IA,Page County,28750.0,25.38
51631,IA,Page County,51181.0,36.93
51632,IA,Page County,42766.0,208.61
51636,IA,Page County,47500.0,55.77
51637,IA,Page County,30972.0,1.62
51638,IA,Page County,48713.0,85.06
51639,IA,Fremont County,55809.0,72.08
51640,IA,Fremont County,37500.0,119.83
51645,IA,Fremont County,35417.0,41.33
51646,IA,Taylor County,44398.0,62.63
51647,IA,Page County,31875.0,19.19
51648,IA,Fremont County,44545.0,49.14
51649,IA,Fremont County,60750.0,40.81
51650,IA,Fremont County,54853.0,29.12
51652,IA,Fremont County,50417.0,76.81
51653,IA,Fremont County,58542.0,34.48
51654,IA,Fremont County,56042.0,51.89
51656,IA,Page County,52500.0,0.17
52001,IA,Dubuque County,42611.0,26.14
52002,IA,Dubuque County,68799.0,28.87
52003,IA,Dubuque County,61135.0,56.38
52030,IA,Jackson County,40781.0,0.27
52031,IA,Jackson County,53719.0,167.83
52032,IA,Dubuque County,52426.0,105.14
52033,IA,Dubuque County,60625.0,97.54
52035,IA,Delaware County,46667.0,53.68
52037,IA,Clinton County,57112.0,68.24
52038,IA,Delaware County,71339.0,29.4
52039,IA,Dubuque County,56875.0,35.16
52040,IA,Dubuque County,47051.0,60.88
52041,IA,Delaware County,60234.0,59.85
52042,IA,Clayton County,50278.0,62.33
52043,IA,Clayton County,54143.0,99.78
52044,IA,Clayton County,55875.0,12.12
52045,IA,Dubuque County,65833.0,47.85
52046,IA,Dubuque County,71276.0,46.02
52047,IA,Clayton County,60313.0,34.09
52048,IA,Clayton County,56000.0,33.12
52049,IA,Clayton County,52188.0,69.17
52050,IA,Delaware County,50234.0,32.42
52052,IA,Clayton County,39139.0,88.91
52053,IA,Dubuque County,48750.0,59.21
52054,IA,Jackson County,65625.0,53.35
52057,IA,Delaware County,53828.0,139.68
52060,IA,Jackson County,39572.0,157.68
52064,IA,Jackson County,54750.0,41.17
52065,IA,Dubuque County,54457.0,50.72
52066,IA,Clayton County,35156.0,0.26
52068,IA,Dubuque County,76741.0,46.49
52069,IA,Jackson County,56296.0,51.21
52070,IA,Jackson County,49167.0,49.76
52072,IA,Clayton County,49205.0,33.63
52073,IA,Dubuque County,63393.0,49.19
52074,IA,Jackson County,55000.0,30.85
52076,IA,Clayton County,50625.0,97.65
52077,IA,Clayton County,35625.0,32.32
52078,IA,Dubuque County,65625.0,41.02
52079,IA,Jackson County,52000.0,59.37
52101,IA,Winneshiek County,53141.0,310.56
52132,IA,Winneshiek County,49564.0,60.71
52133,IA,Winneshiek County,66333.0,45.67
52134,IA,Howard County,61875.0,29.95
52135,IA,Fayette County,38438.0,26.07
52136,IA,Howard County,46200.0,213.21
52140,IA,Allamakee County,55859.0,77.81
52141,IA,Fayette County,39679.0,83.73
52142,IA,Fayette County,42098.0,72.85
52144,IA,Winneshiek County,63068.0,74.95
52146,IA,Allamakee County,49671.0,78.08
52147,IA,Fayette County,62000.0,72.55
52151,IA,Allamakee County,39857.0,120.42
52154,IA,Chickasaw County,47333.0,73.32
52155,IA,Howard County,43864.0,106.03
52156,IA,Clayton County,39583.0,42.55
52157,IA,Clayton County,50521.0,56.64
52158,IA,Clayton County,38015.0,1.08
52159,IA,Clayton County,51528.0,76.11
52160,IA,Allamakee County,49840.0,39.85
52161,IA,Winneshiek County,56719.0,54.17
52162,IA,Allamakee County,44056.0,99.97
52163,IA,Howard County,34044.0,1.78
52164,IA,Fayette County,45536.0,25.18
52165,IA,Winneshiek County,39200.0,66.42
52166,IA,Fayette County,46750.0,0.19
52168,IA,Winneshiek County,32344.0,0.16
52169,IA,Fayette County,46875.0,29.76
52170,IA,Allamakee County,66375.0,46.4
52171,IA,Fayette County,52500.0,79.47
52172,IA,Allamakee County,48229.0,158.27
52175,IA,Fayette County,49534.0,86.76
52201,IA,Washington County,70368.0,66.28
52202,IA,Linn County,67321.0,25.2
52203,IA,Iowa County,64879.0,45.66
52205,IA,Jones County,54877.0,119.19
52206,IA,Benton County,81450.0,28.28
52207,IA,Jackson County,48906.0,39.45
52208,IA,Benton County,38489.0,58.03
52209,IA,Benton County,54191.0,36.76
52210,IA,Buchanan County,53082.0,34.91
52211,IA,Poweshiek County,50793.0,91.26
52212,IA,Jones County,57500.0,23.47
52213,IA,Linn County,74009.0,74.57
52214,IA,Linn County,52396.0,94.34
52215,IA,Tama County,48462.0,86.3
52216,IA,Cedar County,61389.0,56.73
52217,IA,Tama County,40625.0,58.83
52218,IA,Linn County,59861.0,71.97
52219,IA,Linn County,53750.0,0.46
52220,IA,Iowa County,59688.0,0.46
52221,IA,Poweshiek County,51750.0,20.73
52222,IA,Poweshiek County,55521.0,80.66
52223,IA,Delaware County,59000.0,48.58
52224,IA,Tama County,61688.0,98.99
52225,IA,Tama County,39135.0,35.24
52227,IA,Linn County,81563.0,28.84
52228,IA,Linn County,84844.0,37.4
52229,IA,Benton County,61719.0,49.17
52231,IA,Keokuk County,64583.0,32.68
52232,IA,Poweshiek County,24444.0,18.34
52233,IA,Linn County,48333.0,3.51
52235,IA,Johnson County,47500.0,2.02
52236,IA,Iowa County,80341.0,28.62
52237,IA,Delaware County,52708.0,81.22
52240,IA,Johnson County,41405.0,160.05
52241,IA,Johnson County,56862.0,11.88
52242,IA,Johnson County,,0.72
52245,IA,Johnson County,53868.0,8.28
52246,IA,Johnson County,41170.0,9.09
52247,IA,Washington County,51544.0,79.65
52248,IA,Keokuk County,51554.0,113.71
52249,IA,Benton County,63750.0,50.64
52251,IA,Iowa County,56250.0,41.05
52253,IA,Linn County,70163.0,46.18
52254,IA,Clinton County,41964.0,56.66
52255,IA,Cedar County,47063.0,43.4
52257,IA,Benton County,90179.0,15.7
52301,IA,Iowa County,45172.0,122.06
52302,IA,Linn County,63817.0,74.17
52305,IA,Jones County,58750.0,28.38
52306,IA,Cedar County,59213.0,74.72
52307,IA,Iowa County,,0.19
52308,IA,Iowa County,48125.0,0.09
52309,IA,Jackson County,60288.0,28.63
52310,IA,Jones County,54478.0,148.64
52312,IA,Jones County,35625.0,0.09
52313,IA,Benton County,55063.0,32.21
52314,IA,Linn County,72722.0,59.51
52315,IA,Benton County,61750.0,28.96
52316,IA,Iowa County,56522.0,69.56
52317,IA,Johnson County,73195.0,34.7
52318,IA,Benton County,54438.0,36.71
52320,IA,Jones County,59167.0,59.06
52321,IA,Jones County,54808.0,30.05
52322,IA,Johnson County,65852.0,89.06
52323,IA,Jones County,51667.0,50.98
52324,IA,Linn County,80176.0,40.12
52325,IA,Iowa County,75423.0,42.11
52326,IA,Buchanan County,38958.0,2.03
52327,IA,Washington County,83542.0,83.61
52328,IA,Linn County,115938.0,3.08
52329,IA,Buchanan County,64438.0,50.87
52330,IA,Delaware County,49730.0,47.55
52332,IA,Benton County,54306.0,42.32
52333,IA,Johnson County,86940.0,86.2
52334,IA,Iowa County,69750.0,16.64
52335,IA,Keokuk County,45781.0,55.84
52336,IA,Linn County,60625.0,49.12
52337,IA,Cedar County,50897.0,27.3
52338,IA,Johnson County,101012.0,33.76
52339,IA,Tama County,46858.0,102.14
52340,IA,Johnson County,59688.0,16.57
52341,IA,Linn County,81729.0,13.11
52342,IA,Tama County,42059.0,89.72
52345,IA,Benton County,67396.0,3.27
52346,IA,Benton County,58200.0,52.06
52347,IA,Iowa County,51914.0,64.34
52348,IA,Tama County,71250.0,0.92
52349,IA,Benton County,51339.0,146.58
52351,IA,Benton County,92105.0,0.82
52352,IA,Linn County,72014.0,78.53
52353,IA,Washington County,50482.0,152.52
52354,IA,Benton County,72330.0,29.57
52355,IA,Keokuk County,49625.0,36.75
52356,IA,Washington County,56412.0,89.73
52358,IA,Cedar County,64073.0,77.33
52359,IA,Washington County,60875.0,14.74
52361,IA,Iowa County,64421.0,127.29
52362,IA,Jones County,38359.0,60.77
52401,IA,Linn County,19383.0,1.19
52402,IA,Linn County,55878.0,13.78
52403,IA,Linn County,56779.0,26.25
52404,IA,Linn County,45973.0,54.84
52405,IA,Linn County,55406.0,14.6
52411,IA,Linn County,124650.0,16.44
52501,IA,Wapello County,40795.0,225.64
52530,IA,Wapello County,54297.0,14.19
52531,IA,Monroe County,46617.0,217.27
52533,IA,Jefferson County,49938.0,87.88
52534,IA,Mahaska County,32500.0,0.39
52535,IA,Van Buren County,51500.0,57.7
52536,IA,Wapello County,55515.0,61.77
52537,IA,Davis County,44558.0,346.1
52540,IA,Washington County,49038.0,97.91
52542,IA,Van Buren County,36667.0,45.18
52543,IA,Mahaska County,76357.0,20.61
52544,IA,Appanoose County,38317.0,137.06
52548,IA,Wapello County,45500.0,0.23
52549,IA,Appanoose County,30417.0,43.76
52550,IA,Keokuk County,32708.0,38.82
52551,IA,Van Buren County,48250.0,57.64
52552,IA,Davis County,59023.0,58.08
52553,IA,Wapello County,44833.0,83.52
52554,IA,Wapello County,35568.0,35.76
52555,IA,Appanoose County,45655.0,24.98
52556,IA,Jefferson County,47440.0,176.53
52557,IA,Jefferson County,,0.04
52560,IA,Davis County,53472.0,35.04
52561,IA,Mahaska County,43750.0,34.79
52563,IA,Keokuk County,37969.0,115.46
52565,IA,Van Buren County,41477.0,116.15
52566,IA,Wapello County,51042.0,1.04
52567,IA,Jefferson County,54398.0,28.23
52569,IA,Monroe County,40313.0,93.27
52570,IA,Van Buren County,42619.0,68.44
52571,IA,Appanoose County,48929.0,95.75
52572,IA,Appanoose County,38750.0,97.21
52573,IA,Van Buren County,55859.0,28.42
52574,IA,Appanoose County,31755.0,39.09
52576,IA,Keokuk County,36319.0,45.19
52577,IA,Mahaska County,44045.0,159.0
52580,IA,Jefferson County,45625.0,38.11
52581,IA,Appanoose County,61563.0,37.94
52583,IA,Wayne County,26908.0,46.55
52584,IA,Davis County,41042.0,22.54
52585,IA,Keokuk County,49653.0,56.04
52586,IA,Mahaska County,45547.0,47.26
52588,IA,Van Buren County,51406.0,10.2
52590,IA,Wayne County,39688.0,74.91
52591,IA,Keokuk County,39741.0,126.47
52593,IA,Appanoose County,40250.0,16.4
52594,IA,Appanoose County,41806.0,47.06
52595,IA,Mahaska County,35938.0,0.46
52601,IA,Des Moines County,40243.0,110.87
52619,IA,Lee County,50313.0,36.29
52620,IA,Van Buren County,42083.0,53.19
52621,IA,Washington County,57708.0,42.25
52623,IA,Des Moines County,53571.0,57.86
52624,IA,Lee County,51458.0,0.64
52625,IA,Lee County,53727.0,110.06
52626,IA,Van Buren County,42875.0,94.08
52627,IA,Lee County,43673.0,68.2
52630,IA,Henry County,38125.0,42.42
52632,IA,Lee County,35901.0,50.95
52635,IA,Jefferson County,34063.0,43.01
52637,IA,Des Moines County,47536.0,66.41
