Active,Confirmed,Date,Deaths,Fatality Rate,Recovered,State Name,State,Land Area (mi2),Population,Population Density,Per Capita Income,Median Household Income
33,33,2020-03-15,0,0.0,0,North Carolina,NC,46948.48000000005,10131597.0,215.80244983437137,29481.0034896769,47125.0
1661,1675,2020-04-01,14,0.0084,0,North Carolina,NC,46948.48000000005,10131597.0,215.80244983437137,29481.0034896769,47125.0
5210,5340,2020-04-15,130,0.0243,0,North Carolina,NC,46948.48000000005,10131597.0,215.80244983437137,29481.0034896769,47125.0
10651,11070,2020-05-01,419,0.0379,0,North Carolina,NC,46948.48000000005,10131597.0,215.80244983437137,29481.0034896769,47125.0
16827,17494,2020-05-15,667,0.0381,0,North Carolina,NC,46948.48000000005,10131597.0,215.80244983437137,29481.0034896769,47125.0
28644,29592,2020-06-01,948,0.032,0,North Carolina,NC,46948.48000000005,10131597.0,215.80244983437137,29481.0034896769,47125.0
43974,45114,2020-06-15,1140,0.0253,0,North Carolina,NC,46948.48000000005,10131597.0,215.80244983437137,29481.0034896769,47125.0
65353,66751,2020-07-01,1398,0.0209,0,North Carolina,NC,46948.48000000005,10131597.0,215.80244983437137,29481.0034896769,47125.0
90248,91837,2020-07-15,1589,0.0173,0,North Carolina,NC,46948.48000000005,10131597.0,215.80244983437137,29481.0034896769,47125.0
1,1,2020-03-15,0,0.0,0,North Dakota,ND,65945.34999999996,742315.0,11.256517707465353,35611.75405993412,64310.0
139,142,2020-04-01,3,0.0211,0,North Dakota,ND,65945.34999999996,742315.0,11.256517707465353,35611.75405993412,64310.0
356,365,2020-04-15,9,0.0247,0,North Dakota,ND,65945.34999999996,742315.0,11.256517707465353,35611.75405993412,64310.0
1084,1107,2020-05-01,23,0.0208,0,North Dakota,ND,65945.34999999996,742315.0,11.256517707465353,35611.75405993412,64310.0
1719,1761,2020-05-15,42,0.0239,0,North Dakota,ND,65945.34999999996,742315.0,11.256517707465353,35611.75405993412,64310.0
2564,2625,2020-06-01,61,0.0232,0,North Dakota,ND,65945.34999999996,742315.0,11.256517707465353,35611.75405993412,64310.0
3027,3101,2020-06-15,74,0.0239,0,North Dakota,ND,65945.34999999996,742315.0,11.256517707465353,35611.75405993412,64310.0
3535,3615,2020-07-01,80,0.0221,0,North Dakota,ND,65945.34999999996,742315.0,11.256517707465353,35611.75405993412,64310.0
4477,4565,2020-07-15,88,0.0193,0,North Dakota,ND,65945.34999999996,742315.0,11.256517707465353,35611.75405993412,64310.0
37,37,2020-03-15,0,0.0,0,Ohio,OH,40745.709999999985,11620433.0,285.19402410707784,30340.06724250293,54232.0
2482,2547,2020-04-01,65,0.0255,0,Ohio,OH,40745.709999999985,11620433.0,285.19402410707784,30340.06724250293,54232.0
7432,7794,2020-04-15,362,0.0464,0,Ohio,OH,40745.709999999985,11620433.0,285.19402410707784,30340.06724250293,54232.0
17740,18743,2020-05-01,1003,0.0535,0,Ohio,OH,40745.709999999985,11620433.0,285.19402410707784,30340.06724250293,54232.0
25373,26954,2020-05-15,1581,0.0587,0,Ohio,OH,40745.709999999985,11620433.0,285.19402410707784,30340.06724250293,54232.0
33777,35984,2020-06-01,2207,0.0613,0,Ohio,OH,40745.709999999985,11620433.0,285.19402410707784,30340.06724250293,54232.0
39001,41576,2020-06-15,2575,0.0619,0,Ohio,OH,40745.709999999985,11620433.0,285.19402410707784,30340.06724250293,54232.0
